-298.556 0.005023 0.008178 -0.001165 0.008340 0.009040 0.008142 0.013983 0.008230 2.688181179981086E-02 1.644573660957420E-02
-297.556 -0.005947 0.008011 0.008888 0.008477 0.014794 0.008025 0.010334 0.008280 2.806881325406607E-02 1.640128036590694E-02
-296.556 -0.005508 0.007847 0.001759 0.008327 -0.004056 0.007848 0.000811 0.008458 -6.993705458668842E-03 1.624918841092994E-02
-295.556 -0.001119 0.008253 -0.006670 0.008211 0.004374 0.008147 -0.010784 0.008375 -1.419838204166979E-02 1.649353391677414E-02
-294.556 0.006988 0.007975 -0.004426 0.008203 0.008548 0.007683 0.009081 0.008370 2.019108387374047E-02 1.612365853447883E-02
-293.556 -0.022809 0.008137 -0.002589 0.008586 0.013334 0.008053 -0.003086 0.008413 -1.515003600448495E-02 1.659973545410613E-02
-292.556 -0.016930 0.008180 0.004517 0.008233 -0.009040 0.008081 0.017369 0.008096 -4.083355552879198E-03 1.629556080118111E-02
-291.556 0.005355 0.007796 0.006914 0.008358 -0.001011 0.008002 0.009548 0.008485 2.080642853535153E-02 1.632976389857062E-02
-290.556 -0.009909 0.008061 -0.003677 0.008779 0.000514 0.007883 -0.003211 0.008245 -1.628344881278565E-02 1.649751172107276E-02
-289.556 0.016943 0.007891 -0.002491 0.008710 -0.011324 0.008067 -0.002186 0.008250 9.426483589720647E-04 1.646988831338841E-02
-288.556 0.001761 0.007885 0.001155 0.008481 -0.013473 0.008071 -0.002585 0.008430 -1.314235838879085E-02 1.644077999897820E-02
-287.556 -0.001645 0.007927 0.006230 0.008221 0.001829 0.007560 -0.002957 0.008021 3.456797110629850E-03 1.587209580659291E-02
-286.556 0.000416 0.007839 -0.011402 0.008411 0.016823 0.007943 -0.009225 0.008075 -3.388210136719749E-03 1.613947448808588E-02
-285.556 -0.001325 0.007887 0.003361 0.008373 -0.015103 0.008192 0.001768 0.008157 -1.129882742736754E-02 1.630853587378922E-02
-284.556 0.009109 0.007901 0.006480 0.008266 0.010871 0.007959 -0.017980 0.008376 8.479040097910229E-03 1.625606317839752E-02
-283.556 0.014346 0.007885 -0.001808 0.008435 -0.015066 0.008051 -0.023790 0.008080 -2.631823389411636E-02 1.623024041895767E-02
-282.556 0.014225 0.007979 0.002071 0.008235 0.007329 0.007776 -0.009189 0.008253 1.443594166387641E-02 1.612679483757562E-02
-281.556 0.006576 0.007862 -0.010207 0.008348 0.006336 0.007902 0.004467 0.008109 7.172761016178697E-03 1.611486139904438E-02
-280.556 -0.006214 0.007771 0.010297 0.008403 -0.000723 0.007792 -0.008361 0.008490 -5.000905047907622E-03 1.624210961320162E-02
-279.556 0.009195 0.007993 0.012969 0.008556 -0.003389 0.007914 -0.013413 0.008315 5.361876946224697E-03 1.639678906900088E-02
-278.556 -0.000029 0.008296 0.012992 0.008449 -0.008861 0.008316 -0.008686 0.008078 -4.583868486207621E-03 1.657124473140679E-02
-277.556 0.015101 0.008043 0.008709 0.008371 0.002597 0.007870 0.000129 0.008270 2.653683452068378E-02 1.628119026579219E-02
-276.556 0.001770 0.008094 0.003216 0.008457 0.001385 0.007940 0.001835 0.008335 8.206017967253842E-03 1.641744030418544E-02
-275.556 -0.007320 0.008051 -0.002759 0.008413 0.007308 0.007882 -0.002017 0.008455 -4.787982770437793E-03 1.640833694845547E-02
-274.556 -0.019640 0.008164 -0.014950 0.008153 0.010842 0.008139 -0.003330 0.008099 -2.707833560890549E-02 1.627773908642060E-02
-273.556 -0.009631 0.007930 0.005559 0.008224 0.005025 0.008104 0.001324 0.008110 2.277627648766156E-03 1.618541595284171E-02
-272.556 -0.003760 0.008055 -0.007902 0.008228 -0.001619 0.008024 0.003425 0.008298 -9.856831276849221E-03 1.630369707968400E-02
-271.556 0.000226 0.007902 -0.003582 0.008098 0.006643 0.007749 0.000871 0.008243 4.157715419069064E-03 1.600007240527230E-02
-270.556 0.001647 0.007992 0.005350 0.008362 0.002983 0.008086 -0.003045 0.008415 6.934912030104101E-03 1.643124725097945E-02
-269.556 0.018344 0.008096 0.001599 0.008345 -0.007883 0.007806 -0.008834 0.008168 3.225878851083053E-03 1.621201102187745E-02
-268.556 -0.001577 0.008053 0.007656 0.008599 -0.004787 0.007849 0.007763 0.008459 9.054668442686875E-03 1.649133925774996E-02
-267.556 0.003294 0.008039 -0.001961 0.008301 0.002700 0.007822 -0.000472 0.008012 3.561107182321166E-03 1.609038384968630E-02
-266.556 -0.002140 0.007865 0.001957 0.008235 0.003845 0.007942 0.006681 0.008372 1.034227633029161E-02 1.621222360439981E-02
-265.556 0.006019 0.007889 0.011822 0.008231 0.003113 0.007895 -0.002454 0.008082 1.850049531435616E-02 1.605124260958879E-02
-264.556 0.007438 0.007926 -0.005709 0.008357 -0.009562 0.007748 0.011942 0.008109 4.109000547970254E-03 1.607635201093467E-02
-263.556 0.006225 0.007857 0.005009 0.008228 -0.001181 0.007923 0.005792 0.008103 1.584573825817870E-02 1.605766593148771E-02
-262.556 -0.001191 0.007969 -0.002418 0.008290 0.007656 0.007762 0.010883 0.008043 1.492971302670298E-02 1.603665549853548E-02
-261.556 0.012529 0.007785 0.003044 0.008513 -0.007981 0.007893 -0.000473 0.008417 7.119087766994880E-03 1.631670105170223E-02
-260.556 0.018823 0.008100 -0.014202 0.008557 0.006239 0.007763 0.012669 0.008345 2.352848788778772E-02 1.639301809876129E-02
-259.556 -0.013555 0.007976 0.008383 0.008402 0.009263 0.007732 -0.000651 0.008183 3.439873436008156E-03 1.615382452481123E-02
-258.556 0.002711 0.007872 0.014297 0.008322 -0.002889 0.008110 -0.002038 0.008170 1.208179692964961E-02 1.624007046201140E-02
-257.556 -0.004463 0.007821 0.002423 0.008502 -0.004192 0.007679 -0.004673 0.008423 -1.090608080778566E-02 1.622849182262356E-02
-256.556 0.000377 0.007807 -0.011763 0.008533 -0.000509 0.007608 0.013665 0.008175 1.769968443866787E-03 1.607662442780270E-02
-255.556 -0.002871 0.007978 0.001322 0.008455 -0.000716 0.007958 0.006971 0.008331 4.706235911925205E-03 1.636702279768106E-02
-254.556 0.004524 0.007893 0.012580 0.008180 -0.005387 0.007831 0.001298 0.008274 1.301517438768940E-02 1.609293183619046E-02
-253.556 -0.010055 0.008062 0.003828 0.008432 0.006410 0.007821 0.005480 0.008248 5.663501907193336E-03 1.628785240939155E-02
-252.556 -0.005026 0.007797 0.001566 0.008400 -0.005292 0.007781 -0.009942 0.008048 -1.869446293176225E-02 1.602117313941761E-02
-251.556 -0.010267 0.007882 0.013140 0.008223 0.004996 0.007961 0.001343 0.008316 9.212577346531248E-03 1.619518213247354E-02
-250.556 0.007798 0.007677 0.002601 0.008483 -0.005007 0.007539 -0.006647 0.008404 -1.254979884251384E-03 1.607373966588252E-02
-249.556 -0.002987 0.007863 0.003992 0.008078 0.003816 0.007797 0.012221 0.008060 1.704186840861155E-02 1.590082485651576E-02
-248.556 0.011197 0.007978 -0.004265 0.008056 0.017972 0.007839 0.011944 0.007969 3.684826177760669E-02 1.592101227019238E-02
-247.556 0.005384 0.007960 -0.000350 0.008508 0.001834 0.007744 -0.009421 0.008308 -2.553131627379912E-03 1.627105581169056E-02
